Spend Date,Channel,Campaign Name,Raw Spend,Net Spend
2026-07-23,Meta Ads,IG - Catalog Sales,110.26,103.99
2026-06-13,Google Ads,Display - Retargeting,130.87,127.75
2026-07-05,Meta Ads,FB - Prospecting,125.73,120.31
2026-05-22,Meta Ads,IG - Catalog Sales,145.49,140.06
2026-07-17,Meta Ads,FB - Lookalike,118.59,109.25
2026-07-29,Google Ads,Display - Retargeting,121.13,117.74
2026-05-04,Google Ads,Search - Brand,177.69,161.34
2026-05-21,Google Ads,Shopping - Bestsellers,204.05,192.88
2026-05-12,Meta Ads,FB - Lookalike,128.79,115.97
2026-05-23,Meta Ads,IG - Catalog Sales,113.93,106.94
2026-05-04,Meta Ads,FB - Lookalike,129.72,117.62
2026-05-16,Google Ads,Search - Brand,116.86,111.64
2026-06-28,Meta Ads,IG - Retargeting,125.9,120.4
2026-06-03,Google Ads,Search - Brand,147.65,141.76
2026-06-03,Meta Ads,FB - Prospecting,116.79,107.28
2026-05-08,Google Ads,Shopping - Bestsellers,161.1,145.09
2026-07-03,Google Ads,Search - Non Brand,120.06,110.86
2026-05-22,Google Ads,Search - Non Brand,103.58,98.31
2026-05-11,Google Ads,Shopping - Bestsellers,120.63,118.61
2026-07-01,Meta Ads,IG - Retargeting,155.67,153.68
2026-07-28,Meta Ads,IG - Retargeting,169.17,163.18
2026-05-29,Meta Ads,FB - Prospecting,93.05,91.37
2026-07-22,Meta Ads,FB - Prospecting,111.07,108.14
2026-06-12,Google Ads,Search - Brand,181.1,177.76
2026-07-13,Google Ads,Search - Brand,152.24,146.73
2026-05-28,Meta Ads,IG - Catalog Sales,95.75,87.8
2026-07-05,Meta Ads,IG - Catalog Sales,184.9,168.19
2026-07-21,Google Ads,Search - Non Brand,147.84,140.65
2026-07-24,Google Ads,Search - Non Brand,88.3,83.71
2026-06-14,Google Ads,Shopping - Bestsellers,83.3,78.43
2026-06-04,Google Ads,Shopping - Bestsellers,145.79,141.79
2026-07-10,Google Ads,Search - Non Brand,217.54,205.41
2026-05-27,Meta Ads,IG - Catalog Sales,132.05,129.17
2026-07-16,Google Ads,Display - Retargeting,201.75,183.96
2026-05-11,Meta Ads,FB - Prospecting,144.41,140.59
2026-05-12,Meta Ads,IG - Retargeting,126.97,124.54
2026-06-07,Meta Ads,IG - Catalog Sales,92.77,90.72
2026-05-03,Google Ads,Display - Retargeting,110.34,108.34
2026-05-06,Meta Ads,FB - Lookalike,122.61,113.82
2026-05-24,Google Ads,Shopping - Bestsellers,198.96,184.79
2026-05-29,Meta Ads,IG - Retargeting,134.76,131.26
2026-05-27,Google Ads,Display - Retargeting,139.18,126.75
2026-06-11,Meta Ads,IG - Catalog Sales,170.29,167.05
2026-07-08,Google Ads,Display - Retargeting,146.28,140.06
2026-05-02,Meta Ads,IG - Catalog Sales,123.33,112.89
2026-05-30,Google Ads,Search - Non Brand,132.41,120.96
2026-06-20,Google Ads,Search - Non Brand,135.94,132.82
2026-06-23,Meta Ads,FB - Lookalike,64.77,61.32
2026-06-09,Meta Ads,FB - Prospecting,150.19,138.61
2026-07-01,Meta Ads,FB - Lookalike,162.62,156.54
2026-06-05,Google Ads,Search - Brand,171.62,162.36
2026-06-09,Meta Ads,IG - Retargeting,102.69,98.72
2026-07-26,Meta Ads,FB - Lookalike,98.94,94.49
2026-05-05,Meta Ads,IG - Catalog Sales,114.43,106.34
2026-05-21,Google Ads,Search - Brand,211.22,202.17
2026-06-01,google_ads,Search - Brand,227.28,222.48
2026-05-31,Google Ads,Search - Brand,133.12,125.21
2026-05-18,Google Ads,Shopping - Bestsellers,123.18,117.77
2026-05-04,Google Ads,Search - Non Brand,156.43,143.55
2026-07-04,Google Ads,Search - Non Brand,219.25,214.66
2026-07-11,google_ads,Display - Retargeting,148.21,146.55
2026-07-20,Meta Ads,IG - Catalog Sales,134.87,129.68
2026-06-12,Meta Ads,FB - Lookalike,106.22,97.97
2026-05-08,meta_ads,IG - Retargeting,107.38,99.9
2026-06-08,Meta Ads,IG - Retargeting,137.12,128.66
2026-05-20,Meta Ads,IG - Catalog Sales,89.27,83.83
2026-06-29,google_ads,Shopping - Bestsellers,130.6,123.18
2026-05-03,Google Ads,Search - Non Brand,139.06,130.66
2026-05-09,Google Ads,Display - Retargeting,149.01,134.6
2026-07-10,Google Ads,Display - Retargeting,124.46,120.95
2026-07-27,Google Ads,Search - Non Brand,124.02,114.69
2026-05-15,Google Ads,Search - Non Brand,0.0,0.0
2026-07-25,Google Ads,Search - Brand,112.93,109.8
2026-07-04,Meta Ads,IG - Catalog Sales,139.46,136.57
2026-07-25,Meta Ads,IG - Catalog Sales,79.98,72.75
2026-05-13,Meta Ads,IG - Catalog Sales,97.39,89.79
2026-06-22,Google Ads,Search - Non Brand,155.64,140.39
2026-07-01,Google Ads,Shopping - Bestsellers,126.08,115.97
2026-06-29,Meta Ads,FB - Prospecting,106.63,100.01
2026-07-07,Google Ads,Search - Brand,129.04,124.94
2026-07-17,Google Ads,Search - Brand,178.94,166.83
2026-06-06,Meta Ads,IG - Retargeting,114.29,106.6
2026-06-03,Google Ads,Search - Non Brand,0.0,0.0
2026-06-01,Meta Ads,IG - Retargeting,67.24,63.16
2026-07-13,Google Ads,Shopping - Bestsellers,183.57,170.82
2026-07-11,Meta Ads,FB - Prospecting,119.89,114.57
2026-05-01,Google Ads,Search - Non Brand,144.82,138.14
2026-06-17,Google Ads,Search - Non Brand,147.96,137.99
2026-07-25,Meta Ads,FB - Prospecting,90.53,82.95
2026-07-09,Meta Ads,IG - Retargeting,159.87,144.35
2026-06-16,Google Ads,Search - Non Brand,133.99,120.65
2026-06-20,Meta Ads,FB - Prospecting,137.79,124.17
2026-05-01,Google Ads,Shopping - Bestsellers,141.22,127.84
2026-05-13,Google Ads,Search - Brand,219.97,210.88
2026-07-07,Google Ads,Shopping - Bestsellers,208.71,200.67
2026-07-02,Google Ads,Display - Retargeting,217.35,212.78
2026-07-21,Google Ads,Search - Brand,240.13,234.9
2026-06-05,Meta Ads,FB - Lookalike,100.6,91.62
2026-05-27,Meta Ads,IG - Retargeting,95.18,90.66
2026-06-21,Meta Ads,FB - Prospecting,57.54,53.31
2026-05-22,Meta Ads,FB - Lookalike,102.32,93.18
2026-06-06,Google Ads,Search - Non Brand,183.06,172.97
2026-07-10,Google Ads,Search - Brand,124.64,114.43
2026-05-18,Meta Ads,IG - Catalog Sales,125.59,116.09
2026-06-21,Meta Ads,FB - Lookalike,103.65,101.39
2026-05-25,Google Ads,Search - Non Brand,179.69,174.49
2026-05-14,Meta Ads,FB - Prospecting,138.77,128.4
2026-06-20,Google Ads,Display - Retargeting,193.47,177.69
2026-05-29,Meta Ads,IG - Catalog Sales,174.94,171.08
2026-05-28,Google Ads,Display - Retargeting,168.67,162.36
2026-05-20,Google Ads,Display - Retargeting,123.46,112.4
2026-06-24,Google Ads,Search - Brand,169.41,153.73
2026-06-20,Meta Ads,IG - Retargeting,110.71,100.49
2026-05-23,Meta Ads,FB - Lookalike,136.41,133.31
2026-06-12,Google Ads,Search - Non Brand,67.08,64.14
2026-07-15,Meta Ads,FB - Prospecting,126.73,119.06
2026-05-10,Google Ads,Shopping - Bestsellers,202.6,193.89
2026-06-22,Google Ads,Search - Brand,154.28,144.76
2026-06-24,Meta Ads,IG - Retargeting,151.61,142.94
2026-07-09,Google Ads,Shopping - Bestsellers,162.85,157.86
2026-05-30,Google Ads,Display - Retargeting,200.77,195.91
2026-05-03,Meta Ads,FB - Prospecting,144.68,134.27
2026-07-18,google_ads,Shopping - Bestsellers,91.63,87.56
2026-07-20,Meta Ads,FB - Lookalike,146.1,143.91
2026-05-04,Meta Ads,FB - Lookalike,129.72,117.62
2026-06-06,Meta Ads,FB - Prospecting,88.88,82.26
2026-06-01,Meta Ads,FB - Lookalike,111.92,105.91
2026-05-09,Meta Ads,IG - Retargeting,193.9,179.37
2026-05-12,Google Ads,Search - Brand,159.75,148.65
2026-05-15,Google Ads,Display - Retargeting,147.27,143.85
2026-07-08,Meta Ads,IG - Catalog Sales,130.56,117.87
2026-05-12,Meta Ads,FB - Prospecting,99.6,91.09
2026-06-28,Meta Ads,FB - Prospecting,163.41,151.76
2026-05-22,Google Ads,Search - Brand,209.48,197.17
2026-06-21,Google Ads,Search - Non Brand,189.34,176.88
2026-06-10,Google Ads,Shopping - Bestsellers,163.92,161.37
2026-07-24,Google Ads,Shopping - Bestsellers,201.91,196.49
2026-07-13,Meta Ads,IG - Retargeting,125.93,120.63
2026-05-10,Meta Ads,FB - Lookalike,73.48,70.4
2026-07-11,Google Ads,Shopping - Bestsellers,113.74,104.84
2026-07-06,Meta Ads,FB - Lookalike,123.99,115.45
2026-06-02,Google Ads,Display - Retargeting,147.92,146.17
2026-06-02,Google Ads,Search - Non Brand,98.25,96.82
2026-07-02,Meta Ads,FB - Prospecting,101.62,99.59
2026-05-17,Google Ads,Display - Retargeting,174.43,162.29
2026-05-13,meta_ads,IG - Retargeting,132.38,125.91
2026-05-22,Meta Ads,FB - Prospecting,128.43,116.41
2026-07-25,Meta Ads,IG - Retargeting,113.26,108.88
2026-07-29,Google Ads,Search - Non Brand,111.95,104.33
2026-06-26,Meta Ads,IG - Catalog Sales,133.78,126.29
2026-07-27,Meta Ads,FB - Prospecting,94.94,90.46
2026-05-26,Google Ads,Search - Non Brand,130.99,127.58
2026-05-26,Meta Ads,FB - Prospecting,76.56,74.5
2026-06-27,Google Ads,Search - Non Brand,157.79,150.08
2026-05-18,Google Ads,Search - Non Brand,190.84,180.73
2026-07-05,Google Ads,Display - Retargeting,135.25,127.9
2026-07-11,Meta Ads,IG - Retargeting,85.25,82.11
2026-06-17,Meta Ads,FB - Prospecting,111.93,101.6
2026-06-04,Google Ads,Search - Brand,0.0,0.0
2026-07-16,Google Ads,Shopping - Bestsellers,205.37,198.38
2026-05-08,Meta Ads,IG - Catalog Sales,132.12,127.27
2026-06-19,Google Ads,Display - Retargeting,197.68,181.86
2026-05-09,Meta Ads,FB - Lookalike,114.23,104.3
2026-07-07,Google Ads,Search - Non Brand,164.15,148.1
2026-06-04,Google Ads,Search - Non Brand,0.0,0.0
2026-07-08,Google Ads,Shopping - Bestsellers,174.38,163.53
2026-05-21,google_ads,Search - Non Brand,96.37,87.13
2026-07-20,Google Ads,Search - Brand,228.31,208.35
2026-05-22,Google Ads,Shopping - Bestsellers,144.31,142.36
2026-05-05,Meta Ads,FB - Prospecting,94.82,92.7
2026-05-31,Meta Ads,IG - Retargeting,158.33,152.07
2026-05-11,Google Ads,Display - Retargeting,137.92,135.02
2026-06-02,Meta Ads,FB - Lookalike,131.0,120.04
2026-06-16,Meta Ads,FB - Lookalike,112.21,102.41
2026-05-03,Meta Ads,FB - Lookalike,80.15,79.13
2026-06-12,Google Ads,Display - Retargeting,192.89,187.39
2026-06-08,Meta Ads,FB - Lookalike,71.17,64.79
2026-07-29,Google Ads,Search - Brand,128.19,117.99
2026-07-03,Meta Ads,FB - Lookalike,195.81,190.76
2026-05-28,Meta Ads,FB - Lookalike,185.69,171.76
2026-05-02,Meta Ads,IG - Retargeting,113.23,107.15
2026-07-28,Google Ads,Search - Brand,151.64,144.76
2026-07-13,Meta Ads,FB - Prospecting,159.52,150.06
2026-07-04,Google Ads,Shopping - Bestsellers,172.15,168.11
2026-05-23,Google Ads,Shopping - Bestsellers,118.91,115.05
2026-06-04,Meta Ads,FB - Lookalike,74.54,70.19
2026-07-08,Meta Ads,FB - Lookalike,112.76,103.65
2026-06-29,Meta Ads,IG - Catalog Sales,111.55,103.28
2026-05-29,Google Ads,Display - Retargeting,220.36,214.46
2026-07-19,Meta Ads,FB - Prospecting,141.98,131.82
2026-05-28,Google Ads,Shopping - Bestsellers,150.92,144.38
2026-05-04,Meta Ads,IG - Retargeting,151.71,143.95
2026-05-23,Meta Ads,IG - Retargeting,123.52,119.8
2026-06-27,Meta Ads,FB - Lookalike,148.15,133.83
2026-07-22,Google Ads,Shopping - Bestsellers,194.61,189.3
2026-07-20,Google Ads,Shopping - Bestsellers,191.56,175.88
2026-07-29,Meta Ads,IG - Catalog Sales,131.22,126.0
2026-06-29,Meta Ads,IG - Retargeting,163.6,158.1
2026-06-03,Google Ads,Shopping - Bestsellers,130.12,119.18
2026-05-09,Google Ads,Search - Brand,159.66,157.52
2026-07-24,Meta Ads,IG - Retargeting,128.44,126.31
2026-05-28,Google Ads,Search - Brand,158.4,143.61
2026-07-26,Google Ads,Shopping - Bestsellers,158.4,143.18
2026-07-24,Meta Ads,FB - Prospecting,142.77,131.62
2026-05-23,Google Ads,Search - Brand,183.73,177.51
2026-06-20,Google Ads,Search - Brand,140.99,136.06
2026-05-22,Meta Ads,IG - Retargeting,101.32,94.1
2026-06-11,Meta Ads,FB - Lookalike,120.55,111.01
2026-05-05,Google Ads,Search - Brand,124.62,112.22
2026-05-04,Meta Ads,IG - Catalog Sales,108.45,107.24
2026-05-30,Meta Ads,IG - Retargeting,157.13,145.28
2026-06-17,Google Ads,Search - Brand,48.87,48.01
2026-06-19,Meta Ads,IG - Catalog Sales,134.68,124.1
2026-06-21,Google Ads,Shopping - Bestsellers,91.63,87.61
2026-06-22,Meta Ads,FB - Prospecting,125.13,123.7
2026-06-18,Meta Ads,IG - Catalog Sales,57.8,52.97
2026-07-27,Meta Ads,FB - Lookalike,139.01,127.82
2026-07-09,Google Ads,Search - Non Brand,204.14,192.42
2026-06-03,Google Ads,Display - Retargeting,120.27,109.2
2026-05-02,Meta Ads,FB - Lookalike,103.67,98.97
2026-05-12,Meta Ads,IG - Catalog Sales,98.57,90.14
2026-07-06,Google Ads,Display - Retargeting,157.0,154.54
2026-06-19,Google Ads,Search - Non Brand,120.83,113.19
2026-05-10,Meta Ads,IG - Catalog Sales,122.06,111.77
2026-07-15,Meta Ads,IG - Catalog Sales,118.84,111.47
2026-06-18,Meta Ads,IG - Retargeting,165.12,155.16
2026-05-24,Google Ads,Search - Brand,180.95,164.53
2026-06-26,Google Ads,Display - Retargeting,173.28,164.4
2026-06-17,Meta Ads,FB - Lookalike,197.2,178.67
2026-07-01,Meta Ads,FB - Lookalike,162.62,156.54
2026-05-24,Meta Ads,IG - Catalog Sales,182.77,169.9
2026-07-06,Meta Ads,IG - Catalog Sales,99.0,94.63
2026-07-18,Google Ads,Search - Non Brand,101.89,99.3
2026-06-15,Meta Ads,FB - Lookalike,121.67,115.98
2026-05-18,Google Ads,Search - Brand,132.3,120.58
2026-05-31,Meta Ads,IG - Catalog Sales,123.47,120.59
2026-06-04,Meta Ads,FB - Prospecting,104.08,97.14
2026-05-19,Meta Ads,FB - Prospecting,105.75,100.4
2026-05-14,Google Ads,Shopping - Bestsellers,150.49,143.25
2026-06-07,Google Ads,Search - Brand,97.55,88.69
2026-06-10,Meta Ads,FB - Lookalike,130.13,119.48
2026-07-07,Meta Ads,FB - Lookalike,89.36,81.09
2026-07-27,Google Ads,Search - Brand,103.36,100.28
2026-07-25,Google Ads,Search - Non Brand,108.62,103.03
2026-05-14,Meta Ads,IG - Catalog Sales,134.47,132.57
2026-05-01,Meta Ads,IG - Retargeting,143.02,141.2
2026-05-19,Google Ads,Search - Non Brand,145.7,143.75
2026-05-14,Google Ads,Search - Brand,147.11,144.21
2026-05-27,Meta Ads,FB - Prospecting,129.68,125.42
2026-06-26,Google Ads,Search - Brand,173.32,161.62
2026-05-06,Google Ads,Search - Non Brand,200.86,189.31
2026-06-15,Meta Ads,FB - Prospecting,90.31,89.28
2026-07-21,Meta Ads,IG - Retargeting,85.61,82.12
2026-06-17,Google Ads,Display - Retargeting,192.25,184.51
2026-06-02,Google Ads,Search - Brand,211.07,206.34
2026-05-19,Google Ads,Display - Retargeting,182.47,167.07
2026-07-20,Google Ads,Search - Non Brand,144.77,130.68
2026-05-11,Meta Ads,IG - Catalog Sales,125.54,123.12
2026-07-08,Google Ads,Search - Non Brand,182.72,166.93
2026-06-24,Google Ads,Search - Non Brand,122.78,117.17
2026-05-09,Google Ads,Search - Non Brand,147.21,135.82
2026-05-26,Meta Ads,IG - Catalog Sales,113.6,107.95
2026-05-06,Meta Ads,FB - Prospecting,118.93,112.63
2026-05-04,Google Ads,Display - Retargeting,138.71,128.23
2026-05-11,Google Ads,Search - Non Brand,208.12,189.88
2026-06-24,Meta Ads,IG - Catalog Sales,125.55,115.42
2026-05-15,Google Ads,Shopping - Bestsellers,167.75,165.52
2026-05-26,Meta Ads,FB - Lookalike,98.45,95.49
2026-07-05,Google Ads,Shopping - Bestsellers,163.83,159.72
2026-07-24,Google Ads,Display - Retargeting,171.15,165.1
2026-07-18,Meta Ads,FB - Prospecting,109.54,98.95
2026-06-21,Meta Ads,IG - Retargeting,170.89,168.39
2026-05-02,google_ads,Search - Brand,159.07,149.35
2026-05-10,Google Ads,Search - Non Brand,178.2,172.06
2026-06-20,Google Ads,Shopping - Bestsellers,136.46,131.02
2026-05-15,Meta Ads,IG - Catalog Sales,82.63,79.54
2026-07-28,Google Ads,Shopping - Bestsellers,129.09,123.09
2026-05-27,Google Ads,Search - Brand,182.16,165.77
